"id","word","tag"
13782,"--",":"
13822,"``","``"
13824,"''","''"
13952,"``","``"
13955,"''","''"
13963,"``","``"
14001,"''","''"
14054,"``","``"
14062,"''","''"
14091,"``","``"
14115,"''","''"
14118,"--",":"
14131,"``","``"
14140,"''","''"
14146,"--",":"
14239,"``","``"
14250,"''","''"
14256,"``","``"
14309,"''","''"
14347,"``","``"
14351,"''","''"
14368,"``","``"
14388,"''","''"
14401,"``","``"
14420,"--",":"
14423,"--",":"
14439,"''","''"
14524,"``","``"
14528,"''","''"
14534,"``","``"
14539,"''","''"
14575,"``","``"
14587,"--",":"
14596,"''","''"
14655,"``","``"
14661,"''","''"
14667,"``","``"
14672,"''","''"
14679,"``","``"
14686,"...",":"
14699,"''","''"
14786,"``","``"
14788,"''","''"
14834,"``","``"
14850,"''","''"
14985,"``","``"
15002,"''","''"
15126,"``","``"
15130,"''","''"
15330,"``","``"
15352,"''","''"
15472,"``","``"
15493,"''","''"
15582,"--",":"
15656,"``","``"
15671,"''","''"
15676,"``","``"
15695,"''","''"
15796,"``","``"
15814,"''","''"
15829,"``","``"
15850,"''","''"
15923,"``","``"
15938,"''","''"
15971,"``","``"
15986,"''","''"
16051,"``","``"
16064,"...",":"
16078,"...",":"
16100,"''","''"
16155,"``","``"
16172,"''","''"
16183,"--",":"
16469,"``","``"
16484,"''","''"
16499,"``","``"
16512,"''","''"
16554,"``","``"
16560,"''","''"
16562,"``","``"
16565,"''","''"
16579,"``","``"
16583,"''","''"
16677,"--",":"
16698,"--",":"
16702,"--",":"
16795,"``","``"
16797,"''","''"
16817,"--",":"
16947,"``","``"
16975,"''","''"
16997,"``","``"
17003,"''","''"
17115,"``","``"
17128,"''","''"
17138,"``","``"
17157,"''","''"
17256,"``","``"
17258,"''","''"
17326,"``","``"
17335,"''","''"
17351,"``","``"
17374,"''","''"
17430,"``","``"
17433,"''","''"
17472,"``","``"
17475,"''","''"
17488,"``","``"
17494,"''","''"
17495,"``","``"
17508,"''","''"
17573,"``","``"
17590,"''","''"
17614,"--",":"
17653,"``","``"
17661,"''","''"
17671,"``","``"
17686,"''","''"
17804,"--",":"
17845,"--",":"
17986,"``","``"
17999,"''","''"
18003,"``","``"
18022,"--",":"
18028,"''","''"
18090,"``","``"
18097,"''","''"
18101,"``","``"
18141,"''","''"
18187,"``","``"
18205,"''","''"
18244,"``","``"
18250,"''","''"
18270,"``","``"
18279,"''","''"
18284,"``","``"
18319,"''","''"
18367,"``","``"
18389,"''","''"
18394,"``","``"
18406,"''","''"
18418,"--",":"
18430,"--",":"
18509,"``","``"
18545,"''","''"
18578,"``","``"
18582,"''","''"
18655,"--",":"
18661,"--",":"
18665,"``","``"
18682,"''","''"
18715,"``","``"
18722,"''","''"
18731,"``","``"
18739,"''","''"
18751,"``","``"
18777,"''","''"
18809,"``","``"
18831,"''","''"
18891,"``","``"
18964,"``","``"
18975,"''","''"
19116,"``","``"
19147,"''","''"
19188,"``","``"
19226,"''","''"
19369,"``","``"
19374,"''","''"
19546,"--",":"
19558,"--",":"
19576,"--",":"
19596,"--",":"
19681,"--",":"
19732,"``","``"
19746,"''","''"
19753,"``","``"
19756,"''","''"
19812,"``","``"
19815,"''","''"
20033,"``","``"
20039,"''","''"
20360,"``","``"
20368,"''","''"
20386,"``","``"
20410,"''","''"
20423,"``","``"
20444,"''","''"
20481,"``","``"
20515,"''","''"
20540,"``","``"
20561,"''","''"
20881,"``","``"
20899,"''","''"
20987,"``","``"
20992,"''","''"
21254,"``","``"
21273,"''","''"
21480,"``","``"
21492,"''","''"
21570,"``","``"
21572,"''","''"
21711,"``","``"
21719,"''","''"
21853,"``","``"
21871,"''","''"
21887,"``","``"
21902,"''","''"
22217,"``","``"
22234,"''","''"
22260,"``","``"
22270,"''","''"
22485,"``","``"
22519,"''","''"
22568,"``","``"
22585,"...",":"
22611,"''","''"
22655,"``","``"
22665,"''","''"
22695,"``","``"
22701,"''","''"
22996,"``","``"
23004,"''","''"
23136,"``","``"
23138,"''","''"
23147,"``","``"
23161,"''","''"
23210,"``","``"
23219,"''","''"
23225,"``","``"
23237,"''","''"
23759,"``","``"
23764,"''","''"
23777,"``","``"
23793,"''","''"
23817,"``","``"
23829,"''","''"
23862,"``","``"
23868,"''","''"
23875,"``","``"
23886,"''","''"
23935,"--",":"
23948,"--",":"
24064,"--",":"
24085,"``","``"
24093,"''","''"
24095,"``","``"
24097,"''","''"
24308,"``","``"
24315,"''","''"
24333,"``","``"
24762,"``","``"
24788,"''","''"
24800,"``","``"
24819,"''","''"
24836,"``","``"
24840,"''","''"
24971,"``","``"
25006,"''","''"
25020,"``","``"
25032,"''","''"
25090,"--",":"
25258,"--",":"
25273,"--",":"
25299,"``","``"
25312,"''","''"
25327,"``","``"
25359,"''","''"
25859,"``","``"
25863,"''","''"
25902,"``","``"
25904,"''","''"
26001,"``","``"
26003,"''","''"
26023,"``","``"
26028,"''","''"
26032,"``","``"
26034,"''","''"
26051,"``","``"
26058,"''","''"
26069,"``","``"
26085,"''","''"
26100,"``","``"
26122,"''","''"
26156,"``","``"
26159,"''","''"
26166,"``","``"
26168,"''","''"
26182,"``","``"
26184,"''","''"
26256,"``","``"
26259,"''","''"
26282,"``","``"
26290,"''","''"
26291,"``","``"
26313,"''","''"
26330,"``","``"
26332,"''","''"
26342,"``","``"
26345,"''","''"
26350,"``","``"
26441,"--",":"
26473,"``","``"
26481,"''","''"
26585,"``","``"
26590,"''","''"
26671,"``","``"
26675,"''","''"
26703,"--",":"
26712,"``","``"
26728,"''","''"
26733,"``","``"
26752,"''","''"
26865,"``","``"
26892,"''","''"
26909,"``","``"
26925,"''","''"
27021,"``","``"
27031,"''","''"
27153,"``","``"
27174,"''","''"
27178,"``","``"
27186,"''","''"
27204,"...",":"
27217,"--",":"
27224,"--",":"
27764,"``","``"
27791,"''","''"
27824,"``","``"
27837,"''","''"
27854,"``","``"
27875,"''","''"
27886,"--",":"
27893,"--",":"
28013,"``","``"
28024,"''","''"
28041,"``","``"
28045,"''","''"
28152,"``","``"
28157,"''","''"
28164,"``","``"
28190,"''","''"
28331,"``","``"
28348,"''","''"
28365,"``","``"
28375,"''","''"
28404,"``","``"
28417,"''","''"
28906,"``","``"
28959,"''","''"
28963,"``","``"
28970,"''","''"
29016,"``","``"
29025,"''","''"
29330,"``","``"
29342,"''","''"
29434,"``","``"
29444,"''","''"
29460,"``","``"
29471,"''","''"
29554,"--",":"
29589,"--",":"
30065,"``","``"
30078,"''","''"
30095,"``","``"
30124,"''","''"
30141,"``","``"
30192,"''","''"
30258,"``","``"
30265,"''","''"
30379,"``","``"
30387,"''","''"
30411,"``","``"
30430,"--",":"
30436,"''","''"
30487,"``","``"
30495,"''","''"
30500,"``","``"
30532,"''","''"
30533,"``","``"
30546,"''","''"
30551,"``","``"
30600,"''","''"
30633,"``","``"
30645,"''","''"
30657,"``","``"
30676,"''","''"
30789,"--",":"
30923,"--",":"
30999,"``","``"
31006,"''","''"
31019,"``","``"
31044,"''","''"
31072,"``","``"
31099,"''","''"
31129,"``","``"
31152,"''","''"
31231,"``","``"
31235,"''","''"
31254,"``","``"
31282,"''","''"
31294,"``","``"
31310,"''","''"
31386,"``","``"
31388,"''","''"
31400,"``","``"
31414,"''","''"
31415,"``","``"
31424,"''","''"
31429,"``","``"
31796,"--",":"
31834,"``","``"
31842,"...",":"
31862,"''","''"
31882,"``","``"
31898,"''","''"
31941,"--",":"
31961,"--",":"
31981,"--",":"
32778,"``","``"
32781,"''","''"
32797,"``","``"
32816,"''","''"
32853,"``","``"
32865,"''","''"
32879,"``","``"
32891,"''","''"
32952,"``","``"
32968,"''","''"
33092,"``","``"
33096,"''","''"
33658,"``","``"
33677,"''","''"
33705,"``","``"
33718,"''","''"
33723,"``","``"
33734,"''","''"
33791,"``","``"
33824,"''","''"
34070,"``","``"
34086,"''","''"
34174,"``","``"
34202,"''","''"
34286,"``","``"
34300,"''","''"
34311,"``","``"
34323,"''","''"
34410,"``","``"
34419,"''","''"
34425,"``","``"
34432,"''","''"
34596,"--",":"
34639,"``","``"
34657,"''","''"
35031,"``","``"
35044,"''","''"
35049,"``","``"
35065,"''","''"
35073,"``","``"
35076,"...",":"
35083,"''","''"
35162,"``","``"
35165,"``","``"
35167,"''","''"
35174,"''","''"
35214,"``","``"
35229,"''","''"
35262,"``","``"
35276,"''","''"
35318,"``","``"
35329,"''","''"
35344,"``","``"
35396,"''","''"
35403,"``","``"
35456,"''","''"
35519,"``","``"
35524,"''","''"
35734,"--",":"
35738,"--",":"
35773,"``","``"
35781,"''","''"
35881,"``","``"
35896,"''","''"
35983,"``","``"
35985,"''","''"
36030,"--",":"
36118,"``","``"
36130,"''","''"
36149,"--",":"
36157,"--",":"
36165,"``","``"
36195,"''","''"
36446,"``","``"
36471,"''","''"
36479,"``","``"
36500,"''","''"
36510,"``","``"
36524,"''","''"
36542,"``","``"
36556,"''","''"
36619,"--",":"
36705,"``","``"
36722,"''","''"
36750,"``","``"
36770,"''","''"
36826,"``","``"
36850,"''","''"
37009,"--",":"
37024,"--",":"
37028,"--",":"
37057,"--",":"
37127,"--",":"
37188,"--",":"
37207,"--",":"
37213,"--",":"
37287,"--",":"
37321,"``","``"
37324,"''","''"
37373,"``","``"
37375,"''","''"
37420,"--",":"
37902,"``","``"
37912,"''","''"
37994,"``","``"
37998,"''","''"
38012,"``","``"
38018,"''","''"
38055,"``","``"
38065,"''","''"
38291,"--",":"
38296,"``","``"
38300,"''","''"
38304,"--",":"
38442,"``","``"
38444,"''","''"
38485,"--",":"
38494,"--",":"
38520,"``","``"
38536,"''","''"
38546,"``","``"
38570,"''","''"
38703,"--",":"
38711,"--",":"
38725,"``","``"
38728,"''","''"
38736,"--",":"
38802,"``","``"
38805,"''","''"
38828,"``","``"
38830,"''","''"
38944,"``","``"
38946,"''","''"
39040,"``","``"
39055,"''","''"
39062,"``","``"
39076,"''","''"
39077,"``","``"
39087,"''","''"
39249,"``","``"
39266,"''","''"
39345,"``","``"
39350,"''","''"
39380,"``","``"
39393,"--",":"
39413,"''","''"
39439,"``","``"
39454,"''","''"
39458,"``","``"
39475,"''","''"
39535,"``","``"
39542,"''","''"
39547,"``","``"
39566,"''","''"
39614,"--",":"
39644,"``","``"
39664,"''","''"
39785,"``","``"
39790,"''","''"
39804,"``","``"
39810,"''","''"
39814,"``","``"
39822,"''","''"
39827,"``","``"
39840,"''","''"
39856,"``","``"
39888,"''","''"
39904,"``","``"
40045,"``","``"
40051,"''","''"
40052,"--",":"
40104,"``","``"
40119,"''","''"
40123,"``","``"
40135,"''","''"
40205,"--",":"
40334,"--",":"
40341,"--",":"
40446,"``","``"
40460,"''","''"
40472,"``","``"
40488,"''","''"
40551,"--",":"
40566,"--",":"
40632,"``","``"
40651,"''","''"
40864,"--",":"
40872,"--",":"
41127,"--",":"
41130,"``","``"
41135,"''","''"
41181,"``","``"
41206,"''","''"
41222,"``","``"
41433,"--",":"
41608,"``","``"
41617,"''","''"
41622,"``","``"
41633,"''","''"
41848,"``","``"
41850,"''","''"
41878,"``","``"
41882,"''","''"
41893,"``","``"
41897,"''","''"
41985,"``","``"
42006,"''","''"
42022,"``","``"
42045,"''","''"
42100,"``","``"
42139,"''","''"
42171,"``","``"
42178,"''","''"
42205,"``","``"
42208,"''","''"
42456,"``","``"
42476,"''","''"
42570,"--",":"
42687,"``","``"
42695,"''","''"
42698,"``","``"
42719,"''","''"
42758,"``","``"
42767,"...",":"
42772,"''","''"
42979,"``","``"
42990,"''","''"
43004,"``","``"
43111,"''","''"
43660,"``","``"
43666,"''","''"
43726,"--",":"
43754,"--",":"
43802,"``","``"
43817,"''","''"
43823,"``","``"
43832,"''","''"
43984,"``","``"
43989,"''","''"
44239,"``","``"
44265,"''","''"
44268,"``","``"
44277,"''","''"
44563,"``","``"
44566,"''","''"
44578,"``","``"
44592,"''","''"
44596,"``","``"
44614,"''","''"
44864,"``","``"
44876,"''","''"
44881,"``","``"
44901,"''","''"
44907,"``","``"
44916,"''","''"
45008,"``","``"
45011,"''","''"
45304,"``","``"
45311,"''","''"
45471,"``","``"
45482,"''","''"
45487,"``","``"
45499,"...",":"
45521,"''","''"
45533,"``","``"
45541,"''","''"
45551,"``","``"
45565,"''","''"
45677,"``","``"
45692,"''","''"
45863,"``","``"
45865,"''","''"
46084,"``","``"
46093,"''","''"
46111,"``","``"
46128,"''","''"
46190,"``","``"
46192,"''","''"
46211,"``","``"
46223,"''","''"
46440,"``","``"
46667,"``","``"
46679,"''","''"
46751,"--",":"
46762,"--",":"
46766,"``","``"
46784,"''","''"
46816,"``","``"
46830,"''","''"
46869,"--",":"
47139,"``","``"
47141,"''","''"
47155,"``","``"
47157,"''","''"
47339,"``","``"
47353,"''","''"
47445,"``","``"
48357,"``","``"
48377,"''","''"
48400,"``","``"
48406,"''","''"
48451,"``","``"
48456,"''","''"
48857,"``","``"
48864,"''","''"
48895,"``","``"
48925,"''","''"
48929,"``","``"
48951,"''","''"
49011,"``","``"
49014,"''","''"
49084,"--",":"
49100,"--",":"
49107,"--",":"
49159,"``","``"
49304,"``","``"
49349,"''","''"
49400,"``","``"
49413,"''","''"
49414,"``","``"
49418,"''","''"
49423,"``","``"
49459,"''","''"
49487,"``","``"
49499,"''","''"
49504,"``","``"
49519,"''","''"
49599,"``","``"
49630,"''","''"
49747,"``","``"
49751,"''","''"
49787,"``","``"
49790,"''","''"
49836,"``","``"
49838,"''","''"
50008,"``","``"
50010,"''","''"
50012,"``","``"
50015,"''","''"
50151,"``","``"
50224,"''","''"
50257,"``","``"
50310,"''","''"
50375,"``","``"
50377,"''","''"
50517,"``","``"
50527,"''","''"
50672,"``","``"
50674,"''","''"
50711,"US$","$"
50969,"``","``"
51005,"''","''"
51115,"--",":"
51207,"``","``"
51219,"''","''"
51232,"``","``"
51235,"''","''"
51303,"``","``"
51305,"''","''"
51377,"--",":"
51391,"--",":"
51523,"--",":"
51526,"--",":"
51667,"--",":"
51672,"--",":"
51695,"--",":"
51708,"``","``"
51710,"''","''"
51756,"``","``"
51759,"''","''"
51765,"``","``"
51783,"''","''"
51814,"``","``"
51824,"''","''"
51890,"--",":"
51905,"--",":"
51941,"--",":"
51975,"``","``"
52000,"''","''"
52051,"``","``"
52066,"''","''"
52067,"--",":"
52100,"``","``"
52148,"''","''"
52153,"--",":"
52167,"``","``"
52214,"''","''"
52280,"``","``"
52297,"''","''"
52303,"``","``"
52327,"''","''"
52380,"--",":"
52385,"--",":"
52445,"``","``"
52465,"''","''"
52508,"--",":"
52509,"``","``"
52513,"''","''"
52514,"--",":"
52559,"``","``"
52564,"''","''"
52605,"``","``"
52608,"...",":"
52644,"''","''"
52859,"``","``"
52874,"''","''"
52903,"``","``"
52915,"''","''"
53323,"``","``"
53342,"''","''"
53389,"``","``"
53395,"''","''"
53532,"``","``"
53542,"''","''"
53547,"``","``"
53557,"''","''"
53579,"``","``"
53600,"''","''"
53633,"``","``"
53638,"''","''"
53641,"``","``"
53649,"--",":"
53660,"''","''"
53695,"``","``"
53715,"''","''"
53739,"``","``"
53750,"''","''"
53755,"``","``"
54536,"``","``"
54552,"''","''"
54563,"``","``"
54584,"''","''"
54661,"``","``"
54674,"''","''"
54679,"``","``"
54708,"''","''"
55051,"``","``"
55060,"...",":"
55062,"''","''"
55142,"``","``"
55160,"...",":"
55162,"''","''"
55216,"``","``"
55221,"''","''"
55422,"--",":"
55489,"``","``"
55501,"''","''"
55529,"``","``"
55564,"''","''"
55578,"``","``"
55630,"''","''"
55743,"``","``"
55745,"''","''"
55766,"``","``"
55769,"''","''"
55950,"``","``"
55999,"''","''"
56025,"``","``"
56028,"''","''"
56611,"``","``"
56628,"''","''"
56711,"--",":"
56726,"--",":"
56804,"``","``"
56806,"''","''"
56828,"``","``"
56832,"''","''"
57036,"``","``"
57049,"''","''"
57495,"``","``"
57499,"''","''"
57591,"--",":"
57595,"--",":"
57737,"``","``"
57748,"''","''"
57761,"``","``"
57785,"''","''"
58019,"``","``"
58035,"''","''"
58045,"``","``"
58050,"''","''"
58060,"``","``"
58076,"''","''"
58127,"``","``"
58131,"''","''"
58140,"``","``"
58144,"''","''"
58154,"``","``"
58400,"``","``"
58404,"''","''"
58407,"``","``"
58413,"''","''"
58428,"``","``"
58435,"''","''"
58453,"``","``"
58458,"''","''"
58459,"--",":"
58581,"``","``"
58591,"''","''"
58603,"``","``"
58609,"''","''"
58762,"``","``"
58768,"''","''"
58770,"``","``"
58785,"''","''"
58891,"``","``"
58896,"''","''"
59592,"``","``"
59616,"''","''"
59982,"--",":"
59986,"--",":"
60036,"--",":"
60271,"``","``"
60280,"''","''"
60347,"``","``"
60349,"''","''"
60354,"``","``"
60372,"''","''"
60475,"--",":"
60483,"--",":"
60590,"``","``"
60596,"''","''"
60604,"``","``"
60623,"''","''"
60711,"--",":"
60718,"--",":"
60751,"--",":"
60757,"--",":"
60766,"``","``"
60768,"''","''"
60776,"``","``"
60789,"''","''"
60800,"``","``"
60819,"''","''"
60829,"``","``"
60831,"''","''"
60870,"``","``"
60893,"''","''"
60937,"``","``"
60955,"''","''"
60983,"``","``"
61001,"''","''"
61050,"--",":"
61059,"--",":"
61063,"--",":"
61235,"``","``"
61247,"--",":"
61261,"''","''"
61291,"``","``"
61300,"''","''"
61332,"``","``"
61340,"''","''"
61399,"``","``"
61402,"''","''"
61433,"``","``"
61453,"''","''"
61457,"``","``"
61460,"''","''"
61466,"``","``"
61478,"''","''"
61519,"``","``"
61523,"''","''"
61749,"--",":"
61764,"--",":"
61796,"``","``"
61812,"''","''"
61825,"``","``"
61837,"''","''"
61890,"``","``"
61916,"''","''"
62012,"``","``"
62029,"''","''"
62133,"``","``"
62142,"''","''"
62154,"``","``"
62179,"''","''"
62283,"``","``"
62303,"''","''"
62313,"``","``"
62347,"''","''"
62412,"``","``"
62428,"''","''"
62435,"``","``"
62458,"''","''"
62507,"--",":"
62510,"``","``"
62512,"''","''"
62520,"--",":"
62543,"--",":"
62553,"--",":"
62629,"``","``"
62632,"''","''"
62743,"``","``"
62746,"''","''"
63020,"``","``"
63022,"''","''"
63175,"``","``"
63178,"''","''"
63212,"``","``"
63214,"''","''"
63308,"--",":"
63580,"``","``"
63582,"''","''"
63584,"``","``"
63587,"''","''"
63612,"``","``"
63621,"''","''"
63741,"``","``"
63743,"''","''"
63796,"``","``"
63799,"''","''"
63901,"--",":"
64218,"--",":"
64507,"``","``"
64516,"''","''"
64706,"``","``"
64730,"''","''"
64813,"``","``"
64837,"''","''"
64944,"``","``"
64955,"''","''"
65035,"``","``"
65039,"''","''"
65046,"``","``"
65050,"''","''"
65131,"``","``"
65133,"''","''"
65191,"``","``"
65203,"''","''"
65229,"``","``"
65254,"''","''"
65277,"``","``"
65284,"''","''"
65353,"--",":"
65366,"--",":"
65398,"``","``"
65408,"''","''"
65465,"``","``"
65479,"''","''"
65490,"``","``"
65495,"''","''"
65699,"``","``"
65709,"''","''"
65876,"...",":"
65904,"``","``"
65908,"''","''"
65925,"``","``"
65943,"''","''"
66006,"``","``"
66019,"''","''"
66102,"``","``"
66118,"''","''"
66136,"``","``"
66148,"''","''"
66153,"``","``"
66175,"''","''"
66184,"``","``"
66190,"''","''"
66228,"``","``"
66235,"--",":"
66245,"''","''"
66261,"``","``"
66270,"''","''"
66288,"``","``"
66297,"''","''"
66327,"``","``"
66343,"''","''"
66354,"``","``"
66364,"''","''"
66368,"``","``"
66383,"''","''"
66400,"``","``"
66408,"''","''"
66422,"``","``"
66439,"''","''"
66487,"``","``"
66489,"''","''"
66494,"``","``"
66499,"''","''"
66505,"``","``"
66519,"''","''"
66532,"``","``"
66546,"''","''"
66563,"``","``"
66591,"''","''"
66643,"``","``"
66650,"''","''"
66654,"``","``"
66671,"''","''"
66694,"``","``"
66712,"''","''"
66716,"``","``"
66735,"''","''"
66817,"``","``"
66820,"''","''"
66825,"``","``"
66836,"''","''"
66852,"``","``"
66861,"''","''"
66904,"``","``"
66912,"''","''"
66916,"``","``"
67164,"``","``"
67166,"''","''"
67243,"--",":"
67270,"``","``"
67278,"''","''"
67390,"``","``"
67393,"''","''"
67499,"``","``"
67503,"''","''"
67752,"--",":"
67844,"--",":"
67933,"--",":"
68056,"--",":"
68274,"--",":"
68357,"--",":"
68404,"--",":"
68501,"--",":"
68599,"--",":"
68816,"--",":"
68820,"--",":"
68912,"--",":"
68925,"--",":"
69038,"``","``"
69040,"''","''"
69125,"``","``"
69140,"''","''"
69179,"``","``"
69193,"''","''"
69198,"``","``"
69221,"''","''"
69517,"``","``"
69520,"''","''"
69697,"``","``"
69721,"''","''"
69733,"``","``"
69743,"''","''"
69857,"``","``"
69881,"''","''"
69915,"``","``"
69924,"''","''"
69942,"``","``"
69957,"''","''"
69970,"``","``"
69978,"''","''"
70048,"``","``"
70078,"''","''"
70083,"``","``"
70102,"''","''"
70215,"``","``"
70232,"''","''"
70237,"``","``"
70251,"''","''"
70353,"``","``"
70363,"''","''"
70380,"``","``"
70396,"''","''"
70400,"``","``"
70412,"''","''"
70579,"``","``"
70591,"''","''"
70597,"``","``"
70868,"``","``"
70880,"''","''"
71435,"``","``"
71472,"''","''"
71575,"``","``"
71587,"''","''"
72315,"``","``"
72318,"''","''"
72943,"``","``"
72945,"''","''"
73350,"``","``"
73353,"''","''"
73977,"--",":"
74109,"``","``"
74112,"''","''"
74116,"``","``"
74142,"''","''"
74167,"``","``"
74187,"''","''"
74203,"``","``"
74228,"''","''"
74298,"``","``"
74300,"''","''"
74430,"``","``"
74453,"''","''"
74458,"``","``"
74491,"''","''"
74702,"``","``"
74720,"''","''"
74735,"``","``"
74751,"''","''"
74822,"``","``"
74847,"''","''"
74943,"``","``"
74966,"''","''"
75193,"``","``"
75203,"''","''"
75352,"--",":"
75715,"``","``"
75738,"''","''"
75751,"``","``"
75763,"''","''"
76188,"--",":"
76213,"--",":"
76287,"``","``"
76292,"''","''"
76872,"--",":"
76876,"--",":"
77273,"--",":"
77278,"--",":"
77296,"``","``"
77299,"''","''"
77434,"--",":"
77436,"``","``"
77440,"''","''"
77502,"--",":"
77557,"--",":"
77613,"--",":"
77635,"--",":"
77654,"``","``"
77657,"''","''"
77684,"--",":"
77727,"``","``"
77729,"''","''"
77747,"--",":"
77857,"--",":"
77945,"--",":"
78074,"--",":"
78079,"--",":"
78107,"``","``"
78117,"''","''"
78798,"``","``"
78804,"''","''"
78853,"``","``"
78861,"''","''"
78865,"``","``"
78888,"''","''"
79467,"--",":"
79952,"``","``"
79969,"''","''"
80064,"``","``"
80079,"''","''"
80093,"``","``"
80117,"''","''"
80218,"``","``"
80236,"''","''"
80251,"``","``"
80276,"''","''"
80290,"``","``"
80320,"''","''"
80324,"``","``"
80358,"''","''"
80405,"``","``"
80441,"''","''"
81064,"``","``"
81067,"''","''"
81369,"``","``"
81373,"''","''"
81462,"``","``"
81466,"''","''"
81473,"``","``"
81483,"''","''"
81548,"``","``"
81571,"''","''"
81582,"``","``"
81590,"''","''"
81606,"``","``"
81640,"''","''"
82032,"``","``"
82035,"''","''"
82079,"``","``"
82506,"``","``"
82516,"''","''"
82529,"``","``"
82557,"''","''"
82655,"``","``"
82679,"''","''"
82755,"``","``"
82762,"''","''"
83207,"``","``"
83209,"''","''"
83416,"--",":"
83423,"--",":"
83579,"``","``"
83612,"``","``"
83628,"''","''"
84551,"``","``"
84557,"''","''"
84925,"``","``"
84949,"''","''"
85411,"``","``"
85415,"''","''"
85464,"``","``"
85466,"''","''"
85514,"``","``"
85518,"''","''"
85532,"``","``"
85538,"''","''"
85643,"``","``"
85649,"''","''"
