"id","word","tag"
2572,",",","
2578,",",","
2584,".","."
2597,",",","
2605,".","."
2616,",",","
2620,".","."
2638,",",","
2660,".","."
2680,",",","
2702,".","."
2706,",",","
2710,",",","
2712,",",","
2715,"$","$"
2724,",",","
2728,"$","$"
2740,"$","$"
2749,".","."
2757,",",","
2759,",",","
2766,",",","
2768,".","."
2773,",",","
2775,",",","
2777,",",","
2785,"$","$"
2788,".","."
2791,",",","
2801,",",","
2826,"--",":"
2837,"--",":"
2842,".","."
2843,"``","``"
2850,",",","
2862,",",","
2871,".","."
2877,",",","
2878,"''","''"
2881,".","."
2894,".","."
2903,",",","
2920,",",","
2923,".","."
2924,"``","``"
2928,"...",":"
2938,"''","''"
2951,",",","
2954,".","."
2961,",",","
2972,",",","
2986,".","."
2996,"--",":"
3014,"--",":"
3020,",",","
3024,".","."
3025,"``","``"
3032,",",","
3033,"''","''"
3036,".","."
3038,",",","
3063,".","."
3102,".","."
3111,"$","$"
3113,",",","
3117,",",","
3125,".","."
3129,",",","
3142,"``","``"
3144,"''","''"
3147,",",","
3152,",",","
3154,",",","
3160,",",","
3172,".","."
3178,",",","
3185,",",","
3190,",",","
3194,",",","
3199,".","."
3209,"$","$"
3230,".","."
3235,"$","$"
3264,".","."
3278,"$","$"
3281,"$","$"
3295,",",","
3307,".","."
3336,".","."
3337,"``","``"
3341,"...",":"
3352,",",","
3353,"''","''"
3357,".","."
3377,".","."
3400,".","."
3415,"$","$"
3419,".","."
3422,",",","
3428,"$","$"
3431,",",","
3433,"$","$"
3437,".","."
3462,"``","``"
3466,".","."
3467,"''","''"
3476,",",","
3481,"$","$"
3483,",",","
3487,".","."
3489,"$","$"
3497,",",","
3499,",",","
3504,".","."
3510,",",","
3523,"$","$"
3531,".","."
3552,".","."
3572,".","."
3595,".","."
3598,",",","
3604,"$","$"
3608,"$","$"
3623,",",","
3626,".","."
3630,",",","
3636,"$","$"
3644,".","."
3647,",",","
3660,".","."
3683,"$","$"
3686,".","."
3715,".","."
3721,"$","$"
3732,".","."
3747,".","."
3755,"$","$"
3767,".","."
3775,",",","
3791,",",","
3797,",",","
3805,".","."
3822,".","."
3834,".","."
3837,",",","
3843,",",","
3848,".","."
3863,".","."
3868,",",","
3881,",",","
3893,".","."
3899,",",","
3906,",",","
3919,".","."
3923,",",","
3932,",",","
3946,",",","
3950,".","."
3964,".","."
3987,"--",":"
3990,"--",":"
3997,",",","
4000,".","."
4017,",",","
4023,".","."
4045,"$","$"
4069,".","."
4091,",",","
4106,".","."
4108,",",","
4119,",",","
4130,".","."
4148,",",","
4163,".","."
4164,"``","``"
4173,",",","
4174,"''","''"
4181,",",","
4184,",",","
4189,".","."
4190,"``","``"
4203,",",","
4212,".","."
4227,".","."
4228,"''","''"
4240,"$","$"
4248,".","."
4254,"``","``"
4257,"''","''"
4259,".","."
4274,"$","$"
4280,"$","$"
4289,".","."
4301,"$","$"
4319,".","."
4320,"``","``"
4333,",",","
4334,"''","''"
4343,",",","
4345,".","."
4346,"``","``"
4354,",",","
4355,"''","''"
4358,".","."
4359,"``","``"
4372,".","."
4373,"''","''"
4379,",",","
4394,",",","
4398,".","."
4405,",",","
4412,",",","
4426,".","."
4429,",",","
4436,"--",":"
4445,".","."
4453,",",","
4459,",",","
4480,",",","
4487,",",","
4490,".","."
4506,"--",":"
4509,",",","
4515,".","."
4533,"$","$"
4537,"$","$"
4540,"--",":"
4546,".","."
4552,",",","
4581,".","."
4591,".","."
4593,",",","
4605,".","."
4614,".","."
4625,"$","$"
4629,".","."
4634,",",","
4640,"$","$"
4645,",",","
4653,",",","
4664,".","."
4676,".","."
4684,",",","
4696,"$","$"
4708,"$","$"
4713,".","."
4718,",",","
4723,",",","
4730,"$","$"
4734,".","."
4737,",",","
4745,",",","
4753,",",","
4755,",",","
4761,"--",":"
4769,".","."
4777,",",","
4782,"$","$"
4789,".","."
4793,",",","
4798,"$","$"
4800,".","."
4806,",",","
4816,",",","
4818,",",","
4824,";",":"
4828,",",","
4830,",",","
4833,",",","
4835,";",":"
4839,",",","
4841,",",","
4844,",",","
4846,";",":"
4851,",",","
4853,",",","
4856,",",","
4858,".","."
4864,".","."
4867,",",","
4873,",",","
4887,".","."
4892,",",","
4896,",",","
4907,",",","
4911,".","."
4920,",",","
4926,".","."
4938,".","."
4942,",",","
4944,",",","
4953,".","."
4966,".","."
4970,",",","
4972,",",","
4984,".","."
4993,".","."
4997,",",","
4999,",",","
5008,".","."
5014,".","."
5018,",",","
5026,",",","
5030,",",","
5051,",",","
5057,".","."
5059,",",","
5063,"--",":"
5065,",",","
5067,",",","
5069,",",","
5073,"--",":"
5089,",",","
5096,".","."
5103,",",","
5128,".","."
5147,"``","``"
5150,"''","''"
5155,".","."
5160,"``","``"
5163,"''","''"
5176,",",","
5180,"``","``"
5186,"{","("
5188,"}",")"
5193,".","."
5194,"''","''"
5232,".","."
5260,".","."
5272,",",","
5275,".","."
5290,",",","
5309,".","."
5330,".","."
5333,",",","
5337,",",","
5363,",",","
5367,".","."
5377,",",","
5379,".","."
5392,".","."
5395,"--",":"
5398,",",","
5400,",",","
5402,",",","
5406,"--",":"
5432,"``","``"
5434,"''","''"
5436,".","."
5439,",",","
5447,",",","
5454,",",","
5471,",",","
5479,",",","
5484,".","."
5485,"``","``"
5497,",",","
5498,"''","''"
5501,".","."
5529,".","."
5540,"``","``"
5551,".","."
5552,"''","''"
5557,",",","
5578,".","."
5599,".","."
5602,",",","
5626,".","."
5641,"$","$"
5644,"--",":"
5651,".","."
5680,".","."
5696,".","."
5697,"``","``"
5714,",",","
5715,"''","''"
5722,",",","
5725,".","."
5738,".","."
5755,".","."
5767,",",","
5773,",",","
5792,".","."
5807,".","."
5809,"(","("
5814,",",","
5834,".","."
5835,")",")"
5849,".","."
5855,",",","
5864,".","."
5873,".","."
5877,",",","
5880,",",","
5894,".","."
5905,",",","
5926,".","."
5929,",",","
5936,"$","$"
5938,".","."
5943,",",","
5959,".","."
5970,".","."
5976,"--",":"
5985,",",","
5989,"--",":"
6003,".","."
6023,".","."
6030,".","."
6045,",",","
6063,".","."
6067,",",","
6073,",",","
6084,".","."
6090,",",","
6094,",",","
6110,".","."
6112,",",","
6118,",",","
6135,".","."
6137,",",","
6143,"$","$"
6147,".","."
6153,",",","
6158,",",","
6168,"$","$"
6171,".","."
6186,".","."
6208,".","."
6211,",",","
6219,",",","
6236,".","."
6265,",",","
6283,".","."
6287,",",","
6295,",",","
6307,".","."
6316,".","."
6330,".","."
6339,".","."
6350,".","."
6364,",",","
6374,".","."
6402,".","."
6411,"$","$"
6429,",",","
6433,",",","
6437,".","."
6456,",",","
6472,".","."
6484,".","."
6508,"``","``"
6511,"''","''"
6515,",",","
6523,".","."
6550,".","."
6552,",",","
6560,".","."
6571,",",","
6579,".","."
6594,",",","
6605,"``","``"
6624,".","."
6625,"''","''"
6636,",",","
6655,".","."
6674,".","."
6691,"$","$"
6696,",",","
6703,"$","$"
6712,",",","
6723,".","."
6732,",",","
6735,",",","
6740,",",","
6743,",",","
6754,",",","
6758,".","."
6772,"``","``"
6784,",",","
6785,"''","''"
6788,".","."
6791,",",","
6796,",",","
6801,".","."
6823,".","."
6839,",",","
6844,".","."
6871,"(","("
6872,"US$","$"
6874,")",")"
6875,".","."
6882,",",","
6891,"C$","$"
6893,".","."
6896,",",","
6903,",",","
6913,",",","
6915,",",","
6922,".","."
6938,".","."
6948,".","."
6959,",",","
6964,",",","
6969,".","."
6980,".","."
6991,",",","
6999,".","."
7003,",",","
7011,",",","
7022,".","."
7037,"$","$"
7040,",",","
7048,".","."
7062,",",","
7067,",",","
7071,",",","
7077,".","."
7093,".","."
7104,".","."
7108,",",","
7115,",",","
7116,"$","$"
7123,".","."
7132,",",","
7138,".","."
7148,",",","
7161,".","."
7164,",",","
7167,"--",":"
7187,"--",":"
7195,".","."
7197,",",","
7207,"--",":"
7218,",",","
7231,".","."
7233,",",","
7242,",",","
7249,".","."
7254,",",","
7258,",",","
7264,"``","``"
7275,".","."
7276,"''","''"
7293,"$","$"
7300,",",","
7310,".","."
7323,",",","
7325,"$","$"
7340,",",","
7350,".","."
7355,",",","
7360,",",","
7369,",",","
7376,".","."
7392,",",","
7394,",",","
7401,",",","
7416,".","."
7429,",",","
7450,".","."
7457,",",","
7465,",",","
7468,"$","$"
7481,",",","
7490,".","."
7493,",",","
7504,",",","
7514,".","."
7527,".","."
7542,".","."
7549,",",","
7553,",",","
7562,"$","$"
7568,"$","$"
7571,",",","
7576,".","."
7585,".","."
7600,",",","
7612,".","."
7618,"$","$"
7631,"$","$"
7634,".","."
7639,",",","
7642,".","."
7652,":",":"
7660,",",","
7674,".","."
7690,",",","
7698,",",","
7706,",",","
7711,".","."
7723,".","."
7726,",",","
7743,"--",":"
7761,".","."
7765,"?","."
7766,"``","``"
7770,"--",":"
7777,"?","."
7778,"''","''"
7782,",",","
7792,",",","
7794,".","."
7803,"``","``"
7807,"''","''"
7811,",",","
7815,",",","
7823,".","."
7832,".","."
7838,",",","
7846,"``","``"
7848,"''","''"
7850,",",","
7860,".","."
7884,".","."
7896,".","."
7897,"``","``"
7905,"''","''"
7915,",",","
7919,",",","
7925,",",","
7930,",",","
7933,".","."
7942,".","."
7956,",",","
7971,".","."
7985,".","."
8001,".","."
8011,",",","
8018,".","."
8041,".","."
8051,".","."
8060,".","."
8063,":",":"
8077,".","."
8088,",",","
8091,",",","
8106,".","."
8121,".","."
8149,".","."
8169,",",","
8181,".","."
8184,":",":"
8205,".","."
8226,",",","
8231,",",","
8235,".","."
8243,";",":"
8254,".","."
8274,".","."
8293,".","."
8294,"``","``"
8304,",",","
8305,"''","''"
8312,".","."
8326,",",","
8330,".","."
8335,",",","
8355,".","."
8356,"``","``"
8369,",",","
8370,"''","''"
8374,".","."
8376,",",","
8395,".","."
8414,";",":"
8427,".","."
8440,".","."
8453,",",","
8459,":",":"
8460,"``","``"
8485,".","."
8502,"$","$"
8514,",",","
8519,".","."
8525,",",","
8540,".","."
8542,",",","
8549,",",","
8558,"``","``"
8563,"''","''"
8568,".","."
8573,",",","
8590,".","."
8608,".","."
8625,"$","$"
8629,",",","
8648,".","."
8653,",",","
8659,",",","
8662,",",","
8679,",",","
8692,".","."
8699,".","."
8716,".","."
8732,".","."
8767,".","."
8781,",",","
8799,".","."
8801,",",","
8825,".","."
8840,".","."
8853,".","."
8857,",",","
8859,",",","
8873,".","."
8876,"$","$"
8883,",",","
8889,"$","$"
8894,",",","
8899,".","."
8915,",",","
8923,".","."
8928,",",","
8940,"$","$"
8943,",",","
8949,"$","$"
8955,".","."
8961,",",","
8968,".","."
8984,",",","
8991,".","."
8994,",",","
8999,",",","
9003,",",","
9016,".","."
9021,",",","
9038,".","."
9039,"``","``"
9050,"?","."
9051,"''","''"
9054,".","."
9055,"``","``"
9060,".","."
9061,"''","''"
9065,",",","
9076,"--",":"
9080,".","."
9086,".","."
9096,".","."
9112,".","."
9118,"``","``"
9120,"''","''"
9129,".","."
9137,",",","
9140,".","."
9158,".","."
9171,":",":"
9181,",",","
9188,".","."
9189,"``","``"
9194,"`","``"
9197,"'","''"
9199,",",","
9200,"''","''"
9204,",",","
9209,",",","
9215,".","."
9216,"``","``"
9227,".","."
9228,"''","''"
9244,".","."
9252,"--",":"
9261,"--",":"
9268,"$","$"
9278,".","."
9288,"$","$"
9298,".","."
9311,".","."
9318,"$","$"
9327,".","."
9335,",",","
9340,".","."
9353,"$","$"
9356,",",","
9366,".","."
9370,",",","
9375,".","."
9381,",",","
9388,",",","
9398,",",","
9410,"$","$"
9413,".","."
9416,",",","
9423,",",","
9437,",",","
9445,".","."
9449,",",","
9461,"$","$"
9469,".","."
9477,"$","$"
9480,".","."
9485,",",","
9497,".","."
9506,",",","
9519,".","."
9542,".","."
9555,".","."
9564,";",":"
9572,".","."
9581,";",":"
9585,".","."
9598,",",","
9606,",",","
9610,",",","
9627,",",","
9629,",",","
9631,".","."
9656,".","."
9668,",",","
9672,",",","
9676,".","."
9690,",",","
9697,".","."
9708,",",","
9716,".","."
9730,".","."
9736,",",","
9747,".","."
9756,".","."
9779,".","."
9790,".","."
9803,",",","
9808,".","."
9825,".","."
9852,".","."
9857,",",","
9865,".","."
9875,",",","
9895,".","."
9907,",",","
9911,",",","
9912,"``","``"
9923,",",","
9931,".","."
9932,"''","''"
9945,",",","
9951,":",":"
9956,".","."
9957,"``","``"
9968,",",","
9969,"''","''"
9973,".","."
9984,",",","
9994,".","."
10013,",",","
10020,".","."
10030,".","."
10050,".","."
10065,",",","
10068,".","."
10078,"``","``"
10083,"''","''"
10084,"(","("
10086,",",","
10089,",",","
10090,"$","$"
10092,")",")"
10093,",",","
10107,".","."
10112,",",","
10121,",",","
10124,".","."
10129,",",","
10131,"``","``"
10135,"''","''"
10141,".","."
10152,".","."
10158,",",","
10170,".","."
10174,"?","."
10179,",",","
10203,".","."
10221,"``","``"
10223,"''","''"
10235,",",","
10239,".","."
10241,"``","``"
10246,"''","''"
10254,",",","
10269,".","."
10280,"``","``"
10285,"''","''"
10290,".","."
10297,".","."
10300,",",","
10302,",",","
10328,",",","
10335,".","."
10343,",",","
10355,".","."
10359,",",","
10374,";",":"
10379,",",","
10382,",",","
10387,"--",":"
10390,"--",":"
10393,".","."
10404,".","."
10409,",",","
10410,"``","``"
10413,"''","''"
10414,"(","("
10426,")",")"
10427,",",","
10441,".","."
10451,"--",":"
10456,"--",":"
10465,".","."
10472,",",","
10482,".","."
10487,"``","``"
10491,"Wa",","
10492,"''","''"
10493,"(","("
10495,",",","
10498,",",","
10499,"$","$"
10501,")",")"
10502,",",","
10509,",",","
10522,"``","``"
10524,".","."
10525,"''","''"
10531,",",","
10536,"``","``"
10548,".","."
10549,"''","''"
10550,"``","``"
10552,"''","''"
10556,"``","``"
10559,"''","''"
10569,".","."
10586,".","."
10595,",",","
10597,"``","``"
10599,",",","
10601,",",","
10604,",",","
10605,"''","''"
10612,".","."
10628,",",","
10632,":",":"
10641,";",":"
10653,";",":"
10657,"--",":"
10660,"--",":"
10669,";",":"
10683,"--",":"
10689,",",","
10692,",",","
10701,".","."
10702,"``","``"
10707,"''","''"
10717,",",","
10723,",",","
10727,".","."
10744,",",","
10758,".","."
10759,"``","``"
10762,"''","''"
10763,"(","("
10765,",",","
10768,",",","
10769,"$","$"
10771,")",")"
10778,".","."
10803,"--",":"
10810,".","."
10814,",",","
10818,",",","
10822,",",","
10839,"--",":"
10844,",",","
10851,"--",":"
10854,"``","``"
10856,"''","''"
10867,".","."
10880,".","."
10898,",",","
10922,",",","
10932,",",","
10940,".","."
10952,",",","
10971,".","."
10987,",",","
11004,",",","
11008,".","."
11018,".","."
11026,",",","
11037,".","."
11040,",",","
11048,",",","
11055,".","."
11069,".","."
11072,",",","
11086,",",","
11095,"$","$"
11098,".","."
11108,",",","
11120,",",","
11124,".","."
11132,",",","
11134,",",","
11137,",",","
11142,".","."
11145,",",","
11149,",",","
11159,",",","
11162,"``","``"
11165,"''","''"
11183,".","."
11189,".","."
11192,",",","
11209,".","."
11225,".","."
11249,".","."
11278,",",","
11285,".","."
11303,",",","
11313,".","."
11332,",",","
11348,".","."
11362,"$","$"
11383,".","."
11386,",",","
11395,",",","
11406,",",","
11420,".","."
11441,".","."
11465,",",","
11474,".","."
11500,".","."
11531,".","."
11547,",",","
11553,".","."
11558,",",","
11564,",",","
11575,".","."
11581,",",","
11591,",",","
11602,",",","
11606,".","."
11615,"``","``"
11620,",",","
11621,"''","''"
11627,",",","
11631,".","."
11646,".","."
11676,".","."
11680,",",","
11683,",",","
11691,",",","
11693,"$","$"
11704,".","."
11710,",",","
11725,".","."
11737,",",","
11741,",",","
11747,".","."
11756,",",","
11770,",",","
11779,".","."
11801,".","."
11809,"$","$"
11820,".","."
11836,".","."
11855,"$","$"
11858,".","."
11859,"``","``"
11862,"''","''"
11872,"...",":"
11877,",",","
11888,",",","
11902,",",","
11908,".","."
11916,"--",":"
11918,"--",":"
11928,",",","
11935,".","."
11948,"(","("
11949,"US$","$"
11952,")",")"
11961,",",","
11963,",",","
11970,".","."
11985,"C$","$"
12001,".","."
12007,",",","
12009,".","."
12030,";",":"
12036,".","."
12051,",",","
12056,".","."
12071,".","."
12076,",",","
12088,".","."
12098,".","."
12104,",",","
12108,",",","
12112,",",","
12127,".","."
12130,",",","
12146,",",","
12150,"``","``"
12155,",",","
12156,"''","''"
12165,",",","
12171,".","."
12173,",",","
12177,",",","
12189,"``","``"
12192,",",","
12193,"''","''"
12203,".","."
12206,",",","
12212,",",","
12223,".","."
12229,",",","
12233,".","."
12236,"``","``"
12239,"''","''"
12241,"``","``"
12244,"''","''"
12251,".","."
12255,",",","
12275,",",","
12280,",",","
12298,",",","
12302,",",","
12304,".","."
12321,"(","("
12340,")",")"
12341,".","."
12351,",",","
12357,"``","``"
12360,"''","''"
12363,".","."
12374,",",","
12384,".","."
12392,",",","
12402,",",","
12408,".","."
12409,"(","("
12416,":",":"
12420,",",","
12429,",",","
12438,".","."
12439,")",")"
12445,".","."
12452,",",","
12456,".","."
12468,".","."
12471,",",","
12480,",",","
12483,".","."
12489,".","."
12491,",",","
12504,"``","``"
12507,",",","
12508,"''","''"
12520,"(","("
12523,")",")"
12524,",",","
12532,",",","
12536,".","."
12549,".","."
12558,",",","
12571,".","."
12595,".","."
12601,",",","
12613,",",","
12634,".","."
12660,".","."
12675,".","."
12684,",",","
12689,",",","
12696,".","."
12702,",",","
12709,",",","
12721,",",","
12724,".","."
12740,"``","``"
12744,".","."
12745,"''","''"
12751,",",","
12754,"--",":"
12759,"--",":"
12764,",",","
12771,",",","
12775,".","."
12779,",",","
12782,",",","
12786,",",","
12809,".","."
12830,",",","
12838,".","."
12840,",",","
12844,",",","
12848,".","."
12854,",",","
12864,",",","
12870,".","."
12875,",",","
12883,".","."
12890,".","."
12900,",",","
12908,";",":"
12917,".","."
12923,",",","
12932,",",","
12934,"(","("
12941,")",")"
12947,".","."
12959,".","."
12966,"``","``"
12969,",",","
12970,"''","''"
12983,".","."
13006,".","."
13020,",",","
13027,",",","
13049,".","."
13052,":",":"
13055,"``","``"
13058,",",","
13059,"''","''"
13064,"``","``"
13067,",",","
13068,"''","''"
13075,".","."
13103,".","."
13111,",",","
13131,",",","
13141,".","."
13153,",",","
13163,".","."
13186,".","."
13195,",",","
13205,".","."
13214,",",","
13224,",",","
13229,".","."
13237,",",","
13248,",",","
13267,".","."
13277,",",","
13287,",",","
13295,",",","
13300,",",","
13311,".","."
13312,"``","``"
13314,",",","
13315,"''","''"
13319,",",","
13325,",",","
13326,"``","``"
13333,",",","
13337,".","."
13338,"''","''"
13349,",",","
13366,",",","
13373,".","."
13374,"``","``"
13382,",",","
13383,"''","''"
13387,",",","
13391,",",","
13392,"``","``"
13402,",",","
13404,",",","
13409,",",","
13413,".","."
13415,",",","
13421,",",","
13434,".","."
13435,"''","''"
13438,",",","
13443,",",","
13457,".","."
13461,",",","
13463,",",","
13481,",",","
13486,":",":"
13490,":",":"
13497,",",","
13504,",",","
13513,".","."
13514,"``","``"
13527,",",","
13528,"''","''"
13534,".","."
13540,",",","
13554,",",","
13561,",",","
13567,".","."
13570,",",","
13574,",",","
13583,",",","
13597,"``","``"
13605,",",","
13611,".","."
13612,"''","''"
13613,"``","``"
13616,",",","
13617,"''","''"
13621,",",","
13622,"``","``"
13632,"?","."
13633,"''","''"
13634,"``","``"
13637,",",","
13638,"''","''"
13642,",",","
13648,",",","
13649,"``","``"
13663,".","."
13664,"''","''"
13670,",",","
13676,",",","
13682,",",","
13691,".","."
13697,",",","
13700,",",","
13705,".","."
13706,"``","``"
13712,",",","
13713,"''","''"
13717,".","."
13718,"``","``"
13727,".","."
13737,".","."
13743,".","."
13754,".","."
13755,"''","''"
13756,"``","``"
13759,",",","
13760,"''","''"
13764,",",","
13765,"``","``"
13773,".","."
13774,"''","''"
13780,"?","."
13782,"--",":"
13785,".","."
13801,".","."
13814,",",","
13822,"``","``"
13824,"''","''"
13834,".","."
13847,",",","
13857,".","."
13870,"$","$"
13881,".","."
13892,".","."
13894,",",","
13898,",",","
13917,".","."
13919,",",","
13925,",",","
13937,".","."
13943,",",","
13946,",",","
13952,"``","``"
13954,".","."
13955,"''","''"
13959,",",","
13962,",",","
13963,"``","``"
13970,",",","
13977,".","."
13987,",",","
14000,".","."
14001,"''","''"
14003,":",":"
14037,".","."
14048,",",","
14054,"``","``"
14062,"''","''"
14069,".","."
14071,",",","
14086,",",","
14090,":",":"
14091,"``","``"
14097,",",","
14114,".","."
14115,"''","''"
14118,"--",":"
14131,"``","``"
14139,",",","
14140,"''","''"
14146,"--",":"
14153,",",","
14156,",",","
14161,",",","
14167,".","."
14173,",",","
14179,",",","
14209,".","."
14234,".","."
14238,",",","
14239,"``","``"
14241,",",","
14243,",",","
14249,"?","."
14250,"''","''"
14255,":",":"
14256,"``","``"
14285,".","."
14298,",",","
14308,".","."
14309,"''","''"
14319,",",","
14330,",",","
14338,".","."
14347,"``","``"
14350,",",","
14351,"''","''"
14367,".","."
14368,"``","``"
14387,",",","
14388,"''","''"
14392,",",","
14400,".","."
14401,"``","``"
14420,"--",":"
14423,"--",":"
14438,".","."
14439,"''","''"
14458,",",","
14465,".","."
14469,",",","
14490,".","."
14493,":",":"
14518,",",","
14523,".","."
14524,"``","``"
14527,"?","."
14528,"''","''"
14533,".","."
14534,"``","``"
14538,".","."
14539,"''","''"
14544,",",","
14549,",",","
14559,".","."
14568,",",","
14574,",",","
14575,"``","``"
14581,"{","("
14585,"}",")"
14587,"--",":"
14595,".","."
14596,"''","''"
14606,".","."
14611,",",","
14617,",",","
14623,",",","
14636,",",","
14641,".","."
14645,",",","
14654,".","."
14655,"``","``"
14660,"?","."
14661,"''","''"
14666,".","."
14667,"``","``"
14671,",",","
14672,"''","''"
14677,",",","
14679,"``","``"
14686,"...",":"
14690,",",","
14698,".","."
14699,"''","''"
14711,".","."
14717,"?","."
14720,",",","
14730,",",","
14746,".","."
14754,",",","
14759,",",","
14774,".","."
14777,",",","
14782,",",","
14786,"``","``"
14788,"''","''"
14798,".","."
14807,".","."
14810,",",","
14821,",",","
14833,",",","
14834,"``","``"
14844,",",","
14849,".","."
14850,"''","''"
14863,"$","$"
14865,",",","
14867,"$","$"
14875,".","."
14881,"$","$"
14883,",",","
14885,",",","
14887,"$","$"
14889,",",","
14891,".","."
14903,"$","$"
14905,",",","
14909,",",","
14911,".","."
14925,".","."
14956,".","."
14975,".","."
14985,"``","``"
15001,",",","
15002,"''","''"
15006,",",","
15014,".","."
15020,",",","
15030,"$","$"
15033,".","."
15036,",",","
15039,",",","
15047,"$","$"
15055,",",","
15065,".","."
15081,".","."
15098,".","."
15104,",",","
15118,".","."
15121,",",","
15126,"``","``"
15129,",",","
15130,"''","''"
15139,",",","
15149,".","."
15158,",",","
15168,".","."
15198,".","."
15205,",",","
15217,".","."
15224,".","."
15229,",",","
15232,",",","
15253,".","."
15267,".","."
15272,",",","
15281,".","."
15285,",",","
15295,",",","
15309,".","."
15314,",",","
15324,".","."
15330,"``","``"
15344,",",","
15351,",",","
15352,"''","''"
15356,",",","
15376,".","."
15390,".","."
15392,",",","
15395,",",","
15408,".","."
15410,",",","
15419,",",","
15423,",",","
15443,".","."
15446,",",","
15449,",",","
15460,",",","
15471,".","."
15472,"``","``"
15492,",",","
15493,"''","''"
15500,".","."
15518,".","."
15551,".","."
15557,",",","
15559,",",","
15561,",",","
15563,",",","
15582,"--",":"
15584,",",","
15586,",",","
15588,",",","
15590,",",","
15595,".","."
15598,",",","
15623,",",","
15637,".","."
15655,".","."
15656,"``","``"
15659,",",","
15663,",",","
